scenario,condition,reward,response_index,rank,feature_label,activation,source_log
Steering (Offer: 65),steering,,18,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,18,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,19,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,20,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,21,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,1,Altruistic and selfless behavior or intentions,268.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,2,Economic tradeoffs and payoff structures in social contexts,184.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,3,Game theory concepts involving cooperation versus competition,59.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,4,The assistant is explaining why it cannot fulfill an unethical request,43.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,5,"The assistant should maintain a careful, diplomatic tone while discussing sensitive topics",38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,6,Coordinating conjunctions connecting related concepts in formal writing,34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,7,"Discussions of egoism and self-interest, especially in moral contexts",34.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,8,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,9,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,22,10,The assistant should select between provided options,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,23,10,German compound word components and suffixes,17.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,24,1,Altruistic and selfless behavior or intentions,236.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,24,2,Economic tradeoffs and payoff structures in social contexts,159.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,24,3,Game theory concepts involving cooperation versus competition,52.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,24,4,Technical setup and configuration states in experimental procedures,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,24,5,Descriptions of experimental procedures and participant tasks in research studies,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,24,6,Coordinating conjunctions connecting related concepts in formal writing,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,24,7,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,24,8,"Discussions of egoism and self-interest, especially in moral contexts",21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 65),steering,,24,9,Character decision-making and multi-step action sequences in narratives,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
